Freq (Hz),Real,Imaginary
443.0000000000,-7.4871000000,-18.6880000000
445.0000000000,-6.6103000000,-18.8470000000
447.0000000000,-5.3260000000,-19.2450000000
449.0000000000,-4.0179000000,-19.8210000000
451.0000000000,-3.2584000000,-19.8410000000
453.0000000000,-2.1968000000,-20.0800000000
455.0000000000,-0.8739600000,-19.8810000000
457.0000000000,0.5940000000,-19.6020000000
459.0000000000,1.7694000000,-19.2640000000
461.0000000000,2.8728000000,-19.2250000000
463.0000000000,3.8429000000,-18.9460000000
465.0000000000,4.8549000000,-18.1710000000
467.0000000000,5.7316000000,-17.9920000000
469.0000000000,6.6660000000,-17.1570000000
471.0000000000,7.7157000000,-16.4020000000
473.0000000000,8.9523000000,-15.6660000000
475.0000000000,10.2840000000,-15.1090000000
477.0000000000,11.2520000000,-14.1750000000
479.0000000000,11.9090000000,-12.9420000000
480.0000000000,12.3660000000,-11.7890000000
482.0000000000,13.1010000000,-10.5810000000
484.0000000000,13.9170000000,-9.7773000000
486.0000000000,14.9300000000,-8.5825000000
488.0000000000,15.3880000000,-7.3360000000
490.0000000000,15.2290000000,-6.4215000000
492.0000000000,15.2490000000,-5.0199000000
494.0000000000,15.6860000000,-3.5964000000
496.0000000000,16.1830000000,-2.1650000000
498.0000000000,16.0830000000,-0.7918500000
500.0000000000,15.7850000000,0.1982100000
