Freq (Hz),Real,Imaginary
3.7900E+02,1.9125E+00,-7.6920E+00
3.8100E+02,2.2395E+00,-7.8821E+00
3.8300E+02,2.6730E+00,-7.8080E+00
3.8500E+02,3.1331E+00,-7.7167E+00
3.8700E+02,3.4125E+00,-7.8403E+00
3.8900E+02,3.5019E+00,-7.8669E+00
3.9100E+02,3.8023E+00,-7.8061E+00
3.9300E+02,4.2319E+00,-7.7890E+00
3.9500E+02,4.4373E+00,-7.6749E+00
3.9600E+02,4.7814E+00,-7.5209E+00
3.9800E+02,5.1711E+00,-7.6350E+00
4.0000E+02,5.5456E+00,-7.5779E+00
4.0200E+02,5.6787E+00,-7.4449E+00
4.0400E+02,6.0494E+00,-7.2814E+00
4.0600E+02,6.1502E+00,-7.1787E+00
4.0800E+02,6.6559E+00,-7.2224E+00
4.1000E+02,6.8897E+00,-7.1046E+00
4.1200E+02,6.8631E+00,-6.7966E+00
4.1400E+02,7.0646E+00,-6.4468E+00
4.1600E+02,7.3517E+00,-6.4354E+00
4.1800E+02,7.8289E+00,-6.3289E+00
4.2000E+02,7.8403E+00,-5.9658E+00
4.2200E+02,7.8878E+00,-5.6977E+00
4.2400E+02,8.3897E+00,-5.6654E+00
4.2600E+02,8.4106E+00,-5.3878E+00
4.2800E+02,8.3688E+00,-5.3593E+00
4.3000E+02,8.1958E+00,-4.9905E+00
4.3200E+02,8.4221E+00,-4.8175E+00
4.3400E+02,8.7586E+00,-4.6635E+00
4.3600E+02,8.9734E+00,-4.5000E+00
4.3800E+02,9.2167E+00,-4.0247E+00
4.3900E+02,9.2966E+00,-3.7605E+00
4.4100E+02,9.4696E+00,-3.6749E+00
4.4300E+02,9.5494E+00,-3.0437E+00
4.4500E+02,9.2433E+00,-2.8137E+00
4.4700E+02,8.9886E+00,-2.6844E+00
4.4900E+02,9.0361E+00,-2.7605E+00
4.5100E+02,9.0646E+00,-2.2890E+00
4.5300E+02,9.1084E+00,-2.1141E+00
4.5500E+02,9.1217E+00,-1.9696E+00
4.5700E+02,9.4316E+00,-1.9297E+00
4.5900E+02,9.5076E+00,-1.6753E+00
4.6100E+02,9.2814E+00,-1.5357E+00
4.6300E+02,9.0551E+00,-1.3593E+00
4.6500E+02,8.9886E+00,-1.0703E+00
4.6700E+02,9.1578E+00,-7.1749E-01
4.6900E+02,8.9354E+00,-2.6749E-01
4.7100E+02,8.8175E+00,-1.8268E-01
4.7300E+02,8.7148E+00,-4.5575E-01
4.7500E+02,8.8802E+00,-6.2365E-01
4.7700E+02,9.0722E+00,-5.4308E-01
4.7900E+02,8.9297E+00,-3.0084E-01
4.8000E+02,8.5133E+00,-9.2966E-02
4.8200E+02,8.3175E+00,-1.1483E-01
4.8400E+02,8.4943E+00,-5.5133E-02
4.8600E+02,8.7814E+00,-2.3023E-01
4.8800E+02,8.7909E+00,-2.2394E-01
4.9000E+02,8.2871E+00,2.0418E-01
4.9200E+02,7.8631E+00,1.9329E-01
4.9400E+02,7.9525E+00,7.0110E-02
4.9600E+02,8.2928E+00,-1.8289E-01
4.9800E+02,8.1958E+00,-3.1369E-01
5.0000E+02,7.8726E+00,4.9468E-02
