Freq (Hz),Real,Imaginary
3.5900E+02,4.6648E+00,-6.7220E+00
3.6100E+02,5.0851E+00,-6.5719E+00
3.6300E+02,5.5113E+00,-6.4459E+00
3.6500E+02,5.7134E+00,-6.4158E+00
3.6700E+02,6.1337E+00,-6.2357E+00
3.6900E+02,6.6440E+00,-5.9316E+00
3.7100E+02,6.9282E+00,-5.7895E+00
3.7300E+02,7.1843E+00,-5.6814E+00
3.7500E+02,7.5906E+00,-5.4012E+00
3.7700E+02,7.9308E+00,-5.1711E+00
3.7900E+02,8.2429E+00,-4.9310E+00
3.8100E+02,8.4791E+00,-4.7829E+00
3.8300E+02,8.8073E+00,-4.4187E+00
3.8500E+02,9.0674E+00,-3.7643E+00
3.8700E+02,9.2596E+00,-3.3600E+00
3.8900E+02,9.4016E+00,-3.3740E+00
3.9100E+02,9.6338E+00,-3.2199E+00
3.9300E+02,9.9520E+00,-2.6736E+00
3.9500E+02,1.0062E+01,-2.3214E+00
3.9600E+02,1.0196E+01,-2.0112E+00
3.9800E+02,1.0232E+01,-1.3186E+00
4.0000E+02,1.0350E+01,-8.4951E-01
4.0200E+02,1.0526E+01,-6.6742E-01
4.0400E+02,1.0887E+01,-3.7462E-01
4.0600E+02,1.0726E+01,1.1267E-01
4.0800E+02,1.0786E+01,5.6034E-01
4.1000E+02,1.0826E+01,9.0394E-01
4.1200E+02,1.0806E+01,1.3740E+00
4.1400E+02,1.0606E+01,2.1093E+00
4.1600E+02,1.0466E+01,2.3894E+00
4.1800E+02,1.0626E+01,2.8957E+00
4.2000E+02,1.0386E+01,3.5441E+00
4.2200E+02,1.0462E+01,3.8323E+00
4.2400E+02,1.0364E+01,3.9184E+00
4.2600E+02,9.9880E+00,4.5007E+00
4.2800E+02,9.3916E+00,4.7468E+00
4.3000E+02,9.0754E+00,4.7929E+00
4.3200E+02,9.0554E+00,5.1811E+00
4.3400E+02,9.0174E+00,5.8415E+00
4.3600E+02,8.6172E+00,5.8235E+00
4.3800E+02,8.2489E+00,6.1377E+00
4.3900E+02,7.7386E+00,6.4659E+00
4.4100E+02,7.2884E+00,7.2063E+00
4.4300E+02,6.8981E+00,7.0622E+00
4.4500E+02,6.8461E+00,7.1803E+00
4.4700E+02,5.9456E+00,7.1403E+00
4.4900E+02,5.9636E+00,6.7140E+00
4.5100E+02,5.7134E+00,6.5679E+00
4.5300E+02,5.2612E+00,6.5799E+00
4.5500E+02,4.6108E+00,6.7400E+00
4.5700E+02,4.0284E+00,7.2984E+00
4.5900E+02,3.7583E+00,7.0042E+00
4.6100E+02,3.5261E+00,7.0642E+00
4.6300E+02,2.8297E+00,6.6420E+00
4.6500E+02,2.3794E+00,6.2838E+00
4.6700E+02,2.0452E+00,6.1957E+00
4.6900E+02,1.7609E+00,6.0937E+00
4.7100E+02,1.2646E+00,5.4993E+00
4.7300E+02,9.5417E-01,4.9910E+00
4.7500E+02,9.0542E-01,4.1845E+00
4.7700E+02,6.0076E-01,3.9584E+00
4.7900E+02,-5.4833E-02,4.3626E+00
4.8000E+02,-4.3306E-01,4.0584E+00
4.8200E+02,-1.4489E-01,3.4661E+00
4.8400E+02,9.7679E-01,3.2419E+00
4.8600E+02,7.7424E-01,2.7517E+00
4.8800E+02,2.5494E-01,1.5547E+00
4.9000E+02,-8.8893E-01,1.2417E+00
4.9200E+02,-1.0804E+00,9.8099E-01
4.9400E+02,-7.9546E-01,6.8601E-01
4.9600E+02,-6.4455E-01,7.8895E-01
4.9800E+02,-7.0502E-01,3.6762E-01
5.0000E+02,2.2347E-01,2.8101E-03
