Freq (Hz),Real,Imaginary
3.2400E+02,1.6349E+01,1.6951E+01
3.2600E+02,1.5045E+01,1.9057E+01
3.2800E+02,1.2939E+01,2.0662E+01
3.3000E+02,1.0933E+01,2.2467E+01
3.3200E+02,9.2477E+00,2.3872E+01
3.3400E+02,7.1916E+00,2.5376E+01
3.3600E+02,4.5637E+00,2.6680E+01
3.3800E+02,2.2568E+00,2.7683E+01
3.4000E+02,-3.9920E-01,2.8385E+01
3.4200E+02,-3.7212E+00,2.8786E+01
3.4400E+02,-6.6901E+00,2.8686E+01
3.4600E+02,-9.2678E+00,2.8887E+01
3.4800E+02,-1.2136E+01,2.8786E+01
3.5000E+02,-1.4744E+01,2.7783E+01
3.5200E+02,-1.7753E+01,2.6780E+01
3.5400E+02,-2.1163E+01,2.5577E+01
3.5500E+02,-2.3571E+01,2.4674E+01
3.5700E+02,-2.6179E+01,2.2668E+01
3.5900E+02,-2.8285E+01,2.0361E+01
3.6100E+02,-3.0491E+01,1.7753E+01
3.6300E+02,-3.2497E+01,1.5246E+01
3.6500E+02,-3.4704E+01,1.2437E+01
3.6700E+02,-3.6610E+01,9.5486E+00
3.6900E+02,-3.7813E+01,6.7202E+00
3.7100E+02,-3.8816E+01,3.5206E+00
3.7300E+02,-3.9519E+01,3.1394E-01
3.7500E+02,-3.9519E+01,-3.6209E+00
3.7700E+02,-3.9418E+01,-6.8305E+00
3.7900E+02,-3.9519E+01,-1.0632E+01
3.8100E+02,-3.8616E+01,-1.4042E+01
3.8300E+02,-3.8014E+01,-1.7252E+01
3.8500E+02,-3.6911E+01,-2.1063E+01
3.8700E+02,-3.5507E+01,-2.3972E+01
3.8900E+02,-3.3501E+01,-2.7282E+01
3.9100E+02,-3.0692E+01,-3.0592E+01
3.9300E+02,-2.8987E+01,-3.3902E+01
3.9500E+02,-2.5978E+01,-3.6610E+01
3.9600E+02,-2.3069E+01,-3.8415E+01
3.9800E+02,-2.0361E+01,-4.0321E+01
4.0000E+02,-1.6550E+01,-4.2327E+01
4.0200E+02,-1.2638E+01,-4.4032E+01
4.0400E+02,-9.1876E+00,-4.4734E+01
4.0600E+02,-5.2257E+00,-4.5838E+01
4.0800E+02,-1.3240E+00,-4.6239E+01
4.1000E+02,2.5476E+00,-4.6138E+01
4.1200E+02,6.4895E+00,-4.6640E+01
4.1400E+02,1.0832E+01,-4.5436E+01
4.1600E+02,1.5145E+01,-4.3531E+01
4.1800E+02,1.9057E+01,-4.1926E+01
4.2000E+02,2.2668E+01,-4.1123E+01
4.2200E+02,2.5677E+01,-3.8816E+01
4.2400E+02,2.7984E+01,-3.6209E+01
4.2600E+02,3.1394E+01,-3.2397E+01
4.2800E+02,3.3801E+01,-2.8786E+01
4.3000E+02,3.7111E+01,-2.6780E+01
4.3200E+02,3.8917E+01,-2.2668E+01
4.3400E+02,4.0722E+01,-1.9057E+01
4.3600E+02,4.2327E+01,-1.5246E+01
4.3800E+02,4.2929E+01,-1.1334E+01
4.3900E+02,4.2628E+01,-6.8004E+00
4.4100E+02,4.3129E+01,-1.2337E+00
4.4300E+02,4.3731E+01,1.8656E+00
4.4500E+02,4.3029E+01,6.1585E+00
4.4700E+02,4.0522E+01,1.0030E+01
4.4900E+02,3.7813E+01,1.4644E+01
4.5100E+02,3.6610E+01,1.8857E+01
4.5300E+02,3.4704E+01,2.1966E+01
4.5500E+02,3.2497E+01,2.5176E+01
4.5700E+02,2.9288E+01,2.6881E+01
4.5900E+02,2.6379E+01,3.0692E+01
4.6100E+02,2.2668E+01,3.2497E+01
4.6300E+02,1.8857E+01,3.5707E+01
4.6500E+02,1.4845E+01,3.7011E+01
4.6700E+02,1.1334E+01,3.8415E+01
4.6900E+02,5.6770E+00,3.7813E+01
4.7100E+02,2.3270E+00,3.8516E+01
4.7300E+02,-1.4544E+00,3.8616E+01
4.7500E+02,-5.6670E+00,3.6610E+01
4.7700E+02,-9.5186E+00,3.7613E+01
4.7900E+02,-1.3741E+01,3.7111E+01
4.8000E+02,-1.7553E+01,3.3200E+01
4.8200E+02,-2.0361E+01,3.1194E+01
4.8400E+02,-2.3671E+01,2.8887E+01
4.8600E+02,-2.6479E+01,2.5777E+01
4.8800E+02,-2.8987E+01,2.2166E+01
4.9000E+02,-3.1795E+01,1.8756E+01
4.9200E+02,-3.2798E+01,1.5446E+01
4.9400E+02,-3.2899E+01,1.0933E+01
4.9600E+02,-3.5707E+01,8.1745E+00
4.9800E+02,-3.6409E+01,3.7111E+00
5.0000E+02,-3.5306E+01,-2.2166E-01
