Freq (Hz),Real,Imaginary
3.5900E+02,-2.9208E+01,-3.1980E+01
3.6100E+02,-2.6634E+01,-3.4752E+01
3.6300E+02,-2.4158E+01,-3.8416E+01
3.6500E+02,-2.0891E+01,-4.0693E+01
3.6700E+02,-1.5743E+01,-4.3465E+01
3.6900E+02,-1.2178E+01,-4.6832E+01
3.7100E+02,-6.9802E+00,-4.9010E+01
3.7300E+02,-2.3465E+00,-4.7723E+01
3.7500E+02,1.8812E-01,-4.8515E+01
3.7700E+02,6.0891E+00,-5.0396E+01
3.7900E+02,1.0693E+01,-4.9802E+01
3.8100E+02,1.5248E+01,-4.9109E+01
3.8300E+02,1.9505E+01,-4.8218E+01
3.8500E+02,2.6634E+01,-4.6139E+01
3.8700E+02,3.1782E+01,-4.3069E+01
3.8900E+02,3.4059E+01,-3.9901E+01
3.9100E+02,3.5644E+01,-3.8020E+01
3.9300E+02,4.0396E+01,-3.4653E+01
3.9500E+02,4.3663E+01,-3.0594E+01
3.9600E+02,4.8020E+01,-2.7426E+01
3.9800E+02,5.0198E+01,-2.1782E+01
4.0000E+02,5.2475E+01,-1.6436E+01
4.0200E+02,5.3663E+01,-1.0891E+01
4.0400E+02,5.3960E+01,-5.3069E+00
4.0600E+02,5.2475E+01,-7.3366E-01
4.0800E+02,5.2673E+01,3.8416E+00
4.1000E+02,5.1980E+01,7.8614E+00
4.1200E+02,5.2178E+01,1.2178E+01
4.1400E+02,5.1485E+01,1.9307E+01
4.1600E+02,4.7327E+01,2.3861E+01
4.1800E+02,4.5842E+01,2.8020E+01
4.2000E+02,4.4356E+01,3.0990E+01
4.2200E+02,3.9109E+01,3.2376E+01
4.2400E+02,2.9802E+01,3.5644E+01
4.2600E+02,3.0000E+01,3.7228E+01
4.2800E+02,2.5149E+01,4.0891E+01
4.3000E+02,2.0891E+01,4.2970E+01
4.3200E+02,1.5842E+01,4.6931E+01
4.3400E+02,1.1782E+01,4.4257E+01
4.3600E+02,6.9703E+00,4.4455E+01
4.3800E+02,1.0297E+00,4.5545E+01
4.3900E+02,-5.2376E+00,4.8218E+01
4.4100E+02,-7.3663E+00,4.4059E+01
4.4300E+02,-1.0495E+01,4.3663E+01
4.4500E+02,-1.4158E+01,4.0990E+01
4.4700E+02,-2.0099E+01,3.1485E+01
4.4900E+02,-2.1089E+01,2.6337E+01
4.5100E+02,-2.2673E+01,2.9109E+01
4.5300E+02,-2.6535E+01,2.6139E+01
4.5500E+02,-2.9109E+01,2.5248E+01
4.5700E+02,-3.0792E+01,1.8911E+01
4.5900E+02,-3.0594E+01,1.5545E+01
4.6100E+02,-2.9010E+01,1.3861E+01
4.6300E+02,-3.0594E+01,1.3762E+01
4.6500E+02,-2.8515E+01,7.5347E+00
4.6700E+02,-2.6337E+01,4.0396E+00
4.6900E+02,-2.2178E+01,-2.7525E+00
4.7100E+02,-2.3366E+01,-2.2277E+00
4.7300E+02,-2.4554E+01,-3.2178E+00
4.7500E+02,-2.1683E+01,-1.1386E+01
4.7700E+02,-2.3366E+01,-8.1782E+00
4.7900E+02,-2.1881E+01,-1.0891E+01
4.8000E+02,-1.0099E+01,-1.0000E+01
4.8200E+02,-9.7129E+00,-1.1485E+01
4.8400E+02,-8.8812E+00,-7.0594E+00
4.8600E+02,-8.0396E+00,-1.1089E+01
4.8800E+02,-3.0495E+00,-1.6733E+01
4.9000E+02,-1.2475E+00,-1.1089E+01
4.9200E+02,9.2871E-01,-5.2376E+00
4.9400E+02,6.0495E+00,-4.4356E+00
4.9600E+02,2.3366E+00,-6.7624E+00
4.9800E+02,1.8812E+00,-4.1287E+00
5.0000E+02,2.7030E-01,5.0990E-03
